src_id,station_name,reporting_period,year,month,air_temperature,dewpoint,rltv_hum,wind_speed,visibility,msl_pressure
708.0,Heathrow,2024-01-01,2024,1,13.009027777777778,9.131597222222222,78.60694444444444,7.538194444444445,2868.9583333333335,1012.0437499999999
708.0,Heathrow,2024-02-01,2024,2,13.367708333333333,9.793055555555556,80.640625,8.677083333333334,3062.6132404181185,1011.3350694444445
708.0,Heathrow,2024-03-01,2024,3,12.514285714285714,8.768989547038327,79.12090592334495,7.861111111111111,3583.4146341463415,1013.2285714285714
708.0,Heathrow,2024-04-01,2024,4,12.086805555555555,7.800694444444444,77.23229166666667,8.003472222222221,3223.090277777778,1014.3020833333334
708.0,Heathrow,2024-05-01,2024,5,12.703472222222222,9.111458333333333,80.28055555555555,8.586805555555555,2935.2083333333335,1011.5284722222223
708.0,Heathrow,2024-06-01,2024,6,12.419444444444444,9.11076388888889,81.515625,8.145833333333334,2486.2181818181816,1011.8288194444444
708.0,Heathrow,2024-07-01,2024,7,11.883680555555555,7.824999999999999,77.58784722222222,8.878472222222221,2924.5454545454545,1013.0444444444444
708.0,Heathrow,2024-08-01,2024,8,11.679861111111112,8.09201388888889,80.00625,8.086805555555555,2790.537634408602,1012.0645833333333
708.0,Heathrow,2024-09-01,2024,9,12.160763888888889,7.71423611111111,75.77638888888889,9.03125,3150.5555555555557,1010.6767361111112
708.0,Heathrow,2024-10-01,2024,10,11.602430555555555,7.672569444444444,78.17916666666666,7.881944444444445,3202.3958333333335,1014.6781249999999
708.0,Heathrow,2024-11-01,2024,11,11.527430555555556,7.190625000000001,76.66944444444444,6.611111111111111,3415.5555555555557,1019.3638888888888
708.0,Heathrow,2024-12-01,2024,12,12.223263888888889,7.544791666666667,75.22083333333333,7.177083333333333,3774.4791666666665,1019.4548611111111
779.0,Gatwick,2024-01-01,2024,1,12.960416666666667,9.752430555555556,81.678125,9.5,2341.8055555555557,1012.2482638888889
779.0,Gatwick,2024-02-01,2024,2,12.977777777777778,10.205555555555556,83.98159722222222,10.32638888888889,2574.9077490774907,1011.7413194444445
779.0,Gatwick,2024-03-01,2024,3,12.222222222222221,9.333333333333334,83.16874999999999,9.461538461538462,3041.5151515151515,1013.6465277777778
779.0,Gatwick,2024-04-01,2024,4,11.858333333333333,8.931597222222223,83.40694444444445,9.412878787878787,2406.4598540145985,1014.6114583333333
779.0,Gatwick,2024-05-01,2024,5,12.367708333333333,9.865625000000001,85.73993055555555,10.268939393939394,2196.0069444444443,1011.9392361111111
779.0,Gatwick,2024-06-01,2024,6,12.115277777777777,9.497916666666667,84.78854166666666,9.609848484848484,2447.7737226277372,1012.279861111111
779.0,Gatwick,2024-07-01,2024,7,11.922569444444443,8.909027777777778,82.51180555555555,10.534090909090908,2297.348484848485,1013.1416666666667
779.0,Gatwick,2024-08-01,2024,8,11.569791666666667,8.68611111111111,83.14097222222222,11.43939393939394,2631.9011406844106,1011.7135416666666
779.0,Gatwick,2024-09-01,2024,9,11.649652777777778,8.281944444444443,80.58923611111112,11.018939393939394,2624.4656488549617,1010.7229166666667
779.0,Gatwick,2024-10-01,2024,10,11.314583333333333,8.378125,83.07638888888889,8.394160583941606,2850.7335907335905,1014.7468749999999
779.0,Gatwick,2024-11-01,2024,11,11.462499999999999,7.909027777777778,80.02708333333334,7.496527777777778,3078.022813688213,1019.2270833333334
779.0,Gatwick,2024-12-01,2024,12,11.711111111111112,8.289236111111112,80.39340277777778,8.20486111111111,3146.7045454545455,1019.5510416666667
1135.0,Manchester,2004-01-01,2004,1,10.9152,6.552,75.746,7.428,1945.0,1013.5868
1135.0,Manchester,2004-02-01,2004,2,11.253333333333334,6.692083333333333,74.37833333333333,7.683333333333334,2071.5833333333335,1014.9829166666666
1135.0,Manchester,2004-03-01,2004,3,11.445416666666667,8.08875,80.79875,9.9,1946.7916666666667,1013.8070833333334
1135.0,Manchester,2004-04-01,2004,4,12.13375,8.855833333333333,81.39375,8.2,2430.4583333333335,1011.2454166666666
1135.0,Manchester,2004-05-01,2004,5,11.889166666666666,8.369166666666667,80.12875000000001,7.4875,2200.0,1011.9516666666666
1135.0,Manchester,2004-06-01,2004,6,11.99875,7.8075,76.48166666666665,7.633333333333334,2878.9166666666665,1013.3475
1135.0,Manchester,2004-07-01,2004,7,11.775,7.1274999999999995,74.69708333333332,8.620833333333334,2683.0416666666665,1015.8316666666667
1135.0,Manchester,2004-08-01,2004,8,11.676250000000001,6.715416666666667,72.71041666666666,9.170833333333333,2561.6666666666665,1015.61125
1135.0,Manchester,2004-09-01,2004,9,10.68125,6.540416666666667,76.57458333333334,6.433333333333334,2505.7083333333335,1018.2029166666667
1135.0,Manchester,2004-10-01,2004,10,11.476666666666667,8.19,80.93291666666667,7.491666666666666,2019.5416666666667,1016.5949999999999
1135.0,Manchester,2004-11-01,2004,11,11.32,7.326666666666667,77.23166666666665,7.808333333333334,2151.4,1014.7633333333334
1135.0,Manchester,2004-12-01,2004,12,10.960833333333333,7.533333333333333,80.11125,7.945833333333334,1895.2083333333333,1014.1720833333333
19260.0,Edinburgh,2024-01-01,2024,1,10.302777777777777,7.689236111111111,84.83693379790941,8.378472222222221,2997.875,1011.2874999999999
19260.0,Edinburgh,2024-02-01,2024,2,10.032291666666667,7.739236111111111,86.37048611111112,8.5,2806.6935483870966,1010.5791666666667
19260.0,Edinburgh,2024-03-01,2024,3,9.304166666666667,6.435069444444444,83.37430555555555,8.041666666666666,3559.242424242424,1010.3725694444444
19260.0,Edinburgh,2024-04-01,2024,4,9.348958333333334,6.133333333333334,81.2017361111111,7.84375,3604.962121212121,1009.3027777777778
19260.0,Edinburgh,2024-05-01,2024,5,10.472222222222221,7.484375,82.66515679442509,9.0,3276.7045454545455,1006.8499999999999
19260.0,Edinburgh,2024-06-01,2024,6,9.924652777777778,6.93125,82.70104166666667,7.482638888888889,3020.0,1008.7423611111111
19260.0,Edinburgh,2024-07-01,2024,7,9.530555555555557,6.245486111111111,81.14826388888889,7.673611111111111,3451.946564885496,1010.6885416666667
19260.0,Edinburgh,2024-08-01,2024,8,9.047569444444443,5.698958333333334,80.97951388888889,7.038194444444445,3349.280303030303,1013.6361111111112
19260.0,Edinburgh,2024-09-01,2024,9,8.899305555555555,5.629166666666666,80.91701388888889,9.17361111111111,3269.5454545454545,1012.703125
19260.0,Edinburgh,2024-10-01,2024,10,8.903125,5.469097222222222,80.709375,8.0625,2943.4716981132074,1014.171875
19260.0,Edinburgh,2024-11-01,2024,11,9.127777777777778,5.581944444444444,80.19027777777778,6.534722222222222,3116.060606060606,1018.6965277777776
19260.0,Edinburgh,2024-12-01,2024,12,9.118749999999999,5.6305555555555555,80.15590277777778,6.555555555555555,3884.0684410646386,1016.8506944444445
987.0,Glasgow,2024-01-01,2024,1,9.275347222222223,7.2086805555555555,87.74930555555555,10.184027777777779,2839.2361111111113,1011.3194444444445
987.0,Glasgow,2024-02-01,2024,2,8.801388888888889,7.381944444444445,91.10208333333334,10.309027777777779,2696.215277777778,1010.8000000000001
987.0,Glasgow,2024-03-01,2024,3,7.876306620209059,6.098606271777004,89.13205574912892,9.82638888888889,3014.1197183098593,1010.6989547038327
987.0,Glasgow,2024-04-01,2024,4,8.094097222222222,6.11875,87.88819444444444,12.180555555555555,2931.637630662021,1009.6218749999999
987.0,Glasgow,2024-05-01,2024,5,9.077083333333333,7.321254355400696,88.75277777777778,12.944444444444445,2675.993031358885,1007.2711805555555
987.0,Glasgow,2024-06-01,2024,6,8.828673835125448,6.692057761732852,86.5551971326165,10.397849462365592,2718.8888888888887,1008.1974910394265
987.0,Glasgow,2024-07-01,2024,7,8.144202898550725,5.754347826086956,85.65217391304348,9.746376811594203,2727.8260869565215,1010.1315217391304
